t,cr,cm,pct,truth
30800,682,700,4,184
30850,704,700,4,128
30900,704,700,4,80
30950,679,699,5,62
31000,698,699,5,79
31050,698,698,6,118
31100,695,698,6,156
31150,749,698,5,169
31200,707,699,5,150
31250,707,699,5,109
31300,699,698,5,68
31350,697,698,7,51
31400,697,697,8,72
31450,705,697,8,124
31500,695,697,8,185
31550,695,698,7,226
31600,694,699,5,229
31650,693,700,4,194
31700,701,700,4,138
31750,701,700,4,87
31800,716,699,5,63
31850,679,698,5,74
31900,679,698,6,111
31950,701,699,6,151
32000,721,699,6,169
32050,721,699,5,156
32100,699,699,5,117
32150,726,699,5,74
32200,726,698,6,52
32250,704,697,8,65
32300,696,697,8,113
32350,703,697,8,175
32400,703,698,7,221
32450,704,699,6,231
32500,681,700,4,202
32550,681,700,4,148
32600,678,700,4,95
32650,694,700,4,64
32700,694,699,5,69
32750,673,698,6,103
32800,716,698,6,144
32850,697,699,6,168
32900,697,699,5,160
32950,704,699,5,125
33000,724,699,5,81
33050,724,698,6,53
33100,686,698,7,60
33150,733,697,8,103
33200,733,697,8,164
33250,706,698,7,215
33300,691,699,6,233
33350,698,699,5,210
33400,698,700,4,158
33450,708,700,4,103
33500,716,700,4,67
33550,716,699,5,66
33600,717,698,6,96
33650,721,699,6,138
33700,721,699,6,166
33750,702,699,5,164
33800,693,699,5,133
33850,714,699,5,89
33900,714,699,6,56
33950,696,698,7,56
34000,689,697,8,93
34050,689,697,8,153
34100,702,698,8,208
34150,690,699,6,233
34200,690,700,5,216
34250,725,700,4,169
34300,737,700,4,112
34350,718,700,4,71
34400,718,699,5,64
34450,702,699,6,89
34500,689,698,6,131
34550,689,699,6,163
34600,716,699,5,167
34650,705,699,5,140
34700,705,699,5,96
34750,690,698,6,60
34800,689,698,7,53
34850,672,697,8,84
34900,672,697,8,142
34950,685,697,8,200
35000,704,699,7,231
35050,704,699,5,222
35100,706,700,4,178
35150,702,700,4,121
35200,702,700,4,76
35250,730,699,5,62
35300,690,699,6,83
35350,683,698,6,123
35400,683,698,6,159
35450,693,699,5,169
35500,706,699,5,146
35550,706,699,5,104
35600,675,698,6,65
35650,694,698,7,52
35700,694,697,8,76
35750,686,697,8,131
35800,710,698,8,191
35850,710,698,7,229
35900,715,699,5,227
35950,686,700,4,188
36000,707,700,4,131
36050,707,699,4,82
36100,688,699,5,62
36150,699,699,6,77
36200,699,698,6,116
36250,675,698,6,154
36300,726,698,6,169
36350,726,699,5,152
36400,729,699,5,112
36450,675,699,6,70
36500,707,698,7,51
36550,707,697,8,69
36600,701,697,8,120
36650,694,697,8,181
36700,694,698,7,225
36750,715,699,6,230
36800,685,699,4,197
36850,685,700,4,142
36900,686,700,4,90
36950,704,699,4,63
37000,720,699,5,72
37050,720,698,6,108
37100,696,698,6,148
37150,702,699,6,169
37200,702,699,5,157
37250,700,699,5,120
37300,691,699,5,77
37350,691,697,6,52
37400,705,698,7,63
37450,699,697,8,109
37500,735,697,8,171
37550,735,698,7,219
37600,705,699,6,232
37650,706,700,5,205
37700,706,700,4,152
37750,714,700,4,97
37800,719,700,4,65
37850,719,699,5,68
37900,708,699,6,101
37950,682,699,6,142
38000,720,698,6,168
38050,720,699,5,162
38100,681,698,5,128
38150,700,699,5,84
38200,700,698,6,54
38250,690,698,7,58
38300,672,697,8,99
38350,672,697,8,160
38400,711,698,7,213
38450,712,699,6,233
38500,693,700,5,212
38550,693,700,4,162
38600,718,700,4,106
38650,725,699,4,69
38700,725,699,5,65
38750,698,698,6,93
38800,684,698,6,135
38850,684,699,6,165
38900,698,698,5,165
38950,709,699,5,135
39000,684,699,5,91
39050,684,699,6,57
39100,679,698,7,55
39150,679,697,8,90
39200,679,697,8,149
39250,718,698,8,205
39300,702,699,6,232
39350,702,700,5,218
39400,713,700,4,172
39450,684,700,4,115
39500,684,699,4,73
39550,715,699,5,63
39600,692,698,6,87
39650,679,698,6,128
39700,679,699,6,162
39750,670,699,5,168
39800,721,699,5,142
39850,721,699,5,99
39900,701,699,6,62
39950,684,698,7,52
40000,684,697,8,81
40050,697,697,8,138
40100,689,697,8,197
40150,704,698,7,230
40200,704,699,5,224
40250,687,700,4,182
40300,713,700,4,125
40350,713,700,4,78
40400,687,699,5,62
40450,682,699,6,81
40500,682,698,6,121
40550,700,698,6,157
40600,685,699,5,169
40650,737,699,5,148
40700,737,699,5,107
40750,698,698,6,67
40800,734,698,7,51
40850,734,697,8,74
40900,707,697,8,127
40950,679,698,8,188
41000,679,698,7,227
41050,685,699,5,228
41100,693,700,4,191
41150,681,700,4,135
41200,681,700,4,85
41250,686,699,5,62
41300,701,698,5,75
41350,701,698,6,113
41400,699,698,6,152
41450,694,698,6,169
41500,694,699,5,154
41550,702,699,5,115
41600,674,699,5,73
41650,689,698,6,51
41700,689,697,8,67
41750,687,697,8,116
41800,693,697,8,178
41850,693,698,7,223
41900,711,699,6,231
41950,679,700,4,200
42000,679,700,4,145
42050,699,700,4,92
42100,706,699,4,64
42150,709,698,5,71
42200,709,699,6,105
42250,686,698,6,146
42300,661,699,6,169
42350,661,699,5,159
42400,702,699,5,123
42450,683,699,5,79
42500,683,698,6,53
42550,682,698,7,61
42600,694,697,8,106
42650,694,697,8,167
42700,687,698,7,217
42750,715,698,6,232
42800,674,699,5,207
42850,674,700,4,155
42900,697,700,4,100
42950,709,700,4,66
43000,709,699,5,67
43050,686,698,6,98
43100,703,698,6,140
43150,703,698,6,167
43200,683,699,5,163
43250,707,699,5,130
43300,676,699,5,86
43350,676,698,6,55
43400,703,697,7,57
43450,684,697,8,96
43500,684,697,8,156
43550,706,698,8,210
43600,684,699,6,233
43650,684,700,5,214
43700,688,700,4,166
43750,693,700,4,109
43800,684,699,4,70
43850,684,699,5,64
43900,714,698,6,91
43950,700,698,6,133
44000,700,699,6,164
44050,679,699,5,166
44100,707,699,5,138
44150,707,699,5,94
44200,727,698,6,59
44250,718,698,7,54
44300,691,698,8,87
44350,691,697,8,145
44400,744,697,8,203
44450,699,699,6,232
44500,699,699,5,220
44550,680,700,4,176
44600,680,700,4,119
44650,680,700,4,75
44700,697,699,5,63
44750,696,698,6,85
44800,688,698,6,125
44850,688,698,6,160
44900,713,699,5,168
44950,697,699,5,144
45000,697,699,5,102
45050,739,698,6,63
45100,693,697,7,52
45150,693,697,8,78
45200,735,697,8,134
45250,682,697,8,194
45300,714,698,7,229
45350,714,699,5,225
45400,702,700,4,185
45450,696,700,4,128
45500,696,700,4,81
45550,713,699,5,62
45600,670,698,6,79
45650,670,698,6,118
45700,725,699,6,156
45750,682,699,5,169
45800,683,699,5,151
45850,683,699,5,110
45900,675,698,6,69
45950,714,698,7,51
46000,714,697,8,71
46050,696,697,8,123
46100,703,697,8,184
46150,703,698,7,226
46200,683,699,6,229
46250,691,700,4,194
46300,691,700,4,138
46350,710,699,4,87
46400,704,699,5,63
46450,676,699,5,73
46500,676,698,6,110
46550,714,699,6,150
46600,718,699,6,169
46650,718,699,5,156
46700,710,699,5,118
46750,685,699,5,75
46800,685,698,6,52
46850,676,698,7,65
46900,691,697,8,112
46950,696,698,8,174
47000,696,698,7,221
47050,673,699,6,231
47100,711,700,4,202
47150,711,700,4,149
47200,681,700,4,95
47250,717,699,4,65
47300,717,699,5,69
47350,691,698,6,103
47400,696,698,6,144
47450,693,698,6,168
47500,693,699,5,161
47550,711,699,5,125
47600,700,699,5,82
47650,700,698,6,54
47700,728,698,7,60
47750,672,697,8,102
47800,672,697,8,163
47850,693,698,7,215
47900,722,699,6,233
47950,676,700,5,210
48000,676,700,4,159
48050,688,700,4,103
48100,691,699,4,67
48150,691,699,5,66
48200,719,698,6,96
48250,703,698,6,137
48300,703,698,6,166
48350,714,699,5,164
48400,704,699,5,133
48450,701,699,5,89
48500,701,699,6,56
48550,708,698,7,56
48600,670,697,8,93
48650,670,697,8,152
48700,704,697,8,208
48750,704,699,6,233
48800,704,699,5,217
48850,693,700,4,169
48900,698,700,4,112
48950,691,700,4,72
49000,691,699,5,63
49050,671,699,6,89
49100,728,698,6,130
49150,728,698,6,163
49200,704,699,5,167
49250,712,699,5,140
49300,712,699,5,97
49350,708,699,6,60
49400,705,698,7,53
49450,697,697,8,84
49500,697,697,8,141
49550,710,697,8,200
49600,681,698,7,231
49650,681,699,5,222
49700,666,700,4,179
49750,698,700,4,122
49800,698,700,4,77
49850,706,699,5,62
49900,717,699,6,82
49950,717,698,6,123
50000,708,698,6,159
0,0,419,0,553
50,0,423,0,663
100,0,429,0,731
150,422,434,0,735
200,422,440,0,690
250,427,444,0,603
300,427,448,0,493
350,441,451,0,377
400,441,453,0,275
450,441,454,0,202
500,448,455,0,169
550,448,455,0,179
600,449,456,0,223
650,449,458,0,288
700,452,459,0,354
750,452,462,0,402
800,452,464,0,418
850,452,467,0,398
900,464,469,0,346
950,464,471,0,276
1000,470,473,0,203
1050,470,473,0,145
1100,470,473,0,117
1150,486,473,0,127
1200,486,474,0,176
1250,465,474,0,253
1300,465,476,0,341
1350,476,478,0,419
1400,476,482,0,466
1450,478,484,0,473
1500,478,487,0,440
1550,492,490,0,376
1600,492,492,0,296
1650,498,493,0,216
1700,498,494,0,153
1750,476,494,0,119
1800,476,495,0,117
1850,502,494,0,147
1900,502,495,0,195
1950,480,496,0,245
2000,480,498,0,281
2050,485,499,0,292
2100,485,500,0,273
2150,486,502,0,231
2200,486,502,0,177
2250,511,503,0,125
2300,511,503,0,91
2350,503,503,0,85
2400,503,502,0,111
2450,500,503,0,165
2500,500,503,0,234
2550,489,505,0,298
2600,489,507,0,342
2650,504,509,0,354
2700,504,511,0,332
2750,505,512,0,284
2800,505,513,0,222
2850,528,514,0,160
2900,528,514,0,113
2950,516,514,0,89
3000,516,514,0,94
3050,501,514,0,122
3100,501,514,0,163
3150,520,515,0,203
3200,520,516,0,226
3250,513,516,0,227
3300,513,517,0,204
3350,503,518,0,164
3400,511,518,0,120
3450,511,518,0,84
3500,515,518,0,67
3550,515,517,0,78
3600,507,518,0,115
3650,507,518,0,170
3700,508,518,0,228
3750,508,520,0,272
3800,514,521,0,291
3850,514,523,0,281
3900,524,524,0,246
3950,524,525,0,195
4000,527,525,0,142
4050,527,525,0,99
4100,516,525,0,76
4150,516,525,0,78
4200,530,524,0,100
4250,530,524,0,136
4300,532,525,0,171
4350,532,525,0,193
4400,531,526,0,195
4450,531,527,0,175
4500,529,527,0,141
4550,539,527,0,102
4600,539,527,0,71
4650,531,526,0,58
4700,531,526,0,70
4750,538,526,0,105
4800,538,526,0,155
4850,526,526,0,206
4900,526,527,0,243
4950,527,529,0,257
5000,527,530,0,245
5050,517,530,0,210
5100,517,531,0,164
5150,553,531,0,118
5200,553,531,0,82
5250,514,531,0,67
5300,514,530,0,73
5350,524,530,0,98
5400,525,530,0,132
5450,525,531,0,162
5500,528,531,0,177
5550,528,531,0,173
5600,541,532,0,151
5650,541,532,0,117
5700,538,532,0,83
5750,538,532,0,59
5800,538,531,0,54
5850,538,530,0,73
5900,527,530,0,112
5950,527,530,0,161
6000,537,531,0,205
6050,537,532,0,233
6100,543,533,0,236
6150,543,534,0,216
6200,539,534,0,179
6250,527,535,0,134
6300,527,535,0,94
6350,543,534,0,68
6400,543,534,0,62
6450,518,534,0,77
6500,518,533,0,106
6550,541,533,0,137
6600,541,533,0,161
6650,521,534,0,168
6700,521,535,0,155
6750,542,535,0,128
6800,542,534,0,95
6850,540,534,0,66
6900,540,533,0,51
6950,541,533,0,58
7000,531,533,0,86
7050,531,533,0,130
7100,532,533,0,176
7150,532,533,0,212
7200,535,535,0,227
7250,535,535,0,218
7300,523,537,0,189
7350,523,537,0,149
7400,530,537,0,107
7450,530,537,0,75
7500,529,536,0,60
7550,529,535,0,66
7600,526,535,0,88
7650,528,535,0,119
7700,528,535,0,147
7750,536,536,0,161
7800,536,536,0,157
7850,541,536,0,136
7900,541,536,0,105
7950,525,536,0,74
8000,525,535,0,53
8050,543,535,0,53
8100,543,534,0,76
8150,523,534,0,121
8200,523,535,0,179
8250,529,535,0,234
8300,529,537,0,272
8350,536,537,0,282
8400,541,539,0,263
8450,541,540,0,220
8500,539,541,0,168
8550,539,541,0,120
8600,531,541,0,91
8650,531,541,0,91
8700,549,541,0,120
8750,549,541,0,168
8800,546,542,0,220
8850,546,542,0,256
8900,545,544,0,264
8950,554,545,0,242
9000,554,546,0,195
9050,546,546,0,142
9100,546,546,0,100
9150,546,546,0,89
9200,546,546,0,118
9250,558,546,0,186
9300,558,547,0,275
9350,537,549,0,361
9400,537,552,0,418
9450,558,554,0,430
9500,575,556,0,394
9550,575,558,0,324
9600,554,560,0,240
9650,554,561,0,167
9700,554,560,0,126
9750,554,561,0,129
9800,557,561,0,174
9850,557,561,0,243
9900,572,563,0,309
9950,576,565,0,347
10000,576,567,0,341
10050,572,568,0,293
10100,572,569,0,222
10150,574,570,0,152
10200,574,571,0,113
10250,578,570,0,125
10300,582,571,0,192
10350,582,571,0,299
10400,577,573,0,413
10450,577,576,0,497
10500,580,580,0,524
10550,580,583,0,487
10600,598,586,0,401
10650,597,588,0,294
10700,597,589,0,200
10750,575,589,0,148
10800,575,589,0,155
10850,588,589,0,214
10900,587,591,0,299
10950,587,593,0,373
11000,589,595,0,404
11050,589,597,0,378
11100,593,599,0,306
11150,601,600,0,216
11200,601,601,0,145
11250,610,601,4,128
11300,610,601,9,180
11350,601,602,12,291
11400,609,605,14,426
11450,609,608,14,534
11500,604,613,13,577
11550,604,616,11,543
11600,596,620,11,444
11650,621,622,12,319
11700,621,624,14,211
11750,621,625,18,157
11800,621,626,23,173
11850,631,627,26,247
11900,639,630,29,341
11950,639,633,30,407
12000,636,636,31,412
12050,667,639,31,354
12100,667,642,33,257
12150,629,643,37,166
12200,638,645,41,125
12250,638,646,45,162
12300,667,649,48,269
12350,658,652,50,407
12400,658,657,49,517
12450,675,662,47,553
12500,675,667,45,503
12550,674,671,44,389
12600,661,674,45,260
12650,681,676,47,167
12700,681,677,50,145
12750,686,680,52,196
12800,700,682,54,287
12850,700,685,55,362
12900,701,690,54,379
12950,681,693,54,326
13000,681,696,55,231
13050,688,698,57,143
13100,708,700,60,113
13150,708,702,63,167
13200,696,705,64,286
13250,684,709,64,416
13300,710,713,62,492
13350,710,718,59,478
13400,721,723,57,386
13450,751,726,56,260
13500,751,729,57,160
13550,756,731,59,130
13600,749,732,61,177
13650,743,735,62,265
13700,743,738,62,334
13750,724,742,61,337
13800,725,746,61,271
13850,739,748,61,175
13900,739,750,63,109
13950,756,752,66,120
14000,741,754,67,213
14050,761,757,68,343
14100,761,762,66,439
14150,769,767,63,447
14200,781,770,61,367
14250,746,774,60,245
14300,746,776,61,146
14350,748,778,63,121
14400,761,780,65,175
14450,768,782,65,263
14500,779,786,65,318
14550,779,789,64,299
14600,764,792,64,218
14650,783,795,65,129
14700,791,796,67,96
14750,778,798,69,155
14800,778,801,70,278
14850,799,805,69,393
14900,806,809,67,429
14950,794,813,65,367
15000,834,816,64,248
15050,834,819,65,144
15100,809,821,67,114
15150,795,822,68,168
15200,862,825,69,256
15250,819,828,69,304
15300,819,832,68,274
15350,819,834,68,185
15400,842,837,70,106
15450,847,838,72,101
15500,866,840,74,190
15550,845,843,74,320
15600,839,847,73,405
15650,839,852,71,388
15700,854,856,69,286
15750,904,859,70,167
15800,851,860,71,109
15850,797,862,73,142
15900,825,864,74,229
15950,877,867,74,289
16000,877,871,74,269
16050,865,874,69,179
16100,868,875,66,97
16150,906,876,64,92
16200,912,878,60,175
16250,854,881,56,288
16300,853,883,50,347
16350,851,886,43,311
16400,851,889,38,210
16450,859,889,34,116
16500,899,889,31,89
16550,916,890,28,136
16600,886,890,24,205
16650,890,891,20,231
16700,897,892,16,187
16750,911,892,12,111
16800,882,891,10,69
16850,882,891,9,106
16900,879,890,6,204
16950,894,891,2,295
17000,910,892,0,311
17050,878,893,0,245
17100,882,893,0,147
17150,893,892,0,88
17200,902,891,0,105
17250,875,890,0,174
17300,875,890,0,229
17350,886,890,0,218
17400,908,890,0,150
17450,906,890,0,83
17500,902,889,0,81
17550,904,888,0,159
17600,878,888,0,267
17650,858,889,0,326
17700,886,890,0,295
17750,886,890,0,200
17800,893,890,0,112
17850,836,889,0,90
17900,897,889,0,142
17950,918,888,0,215
18000,872,888,0,240
18050,869,888,0,194
18100,871,888,0,115
18150,912,887,0,73
18200,912,886,0,114
18250,867,886,0,219
18300,924,886,0,314
18350,858,887,0,331
18400,893,888,0,260
18450,882,888,0,157
18500,895,888,0,94
18550,931,886,0,110
18600,898,885,0,182
18650,898,886,0,241
18700,874,886,0,231
18750,912,886,0,160
18800,880,886,0,89
18850,870,885,0,83
18900,893,884,0,161
18950,847,884,0,274
19000,866,885,0,340
19050,874,886,0,313
19100,874,886,0,217
19150,879,886,0,122
19200,853,885,0,93
19250,902,884,0,142
19300,894,884,0,218
19350,870,885,0,250
19400,891,885,0,208
19450,857,885,0,127
19500,857,884,0,77
19550,868,883,0,110
19600,897,883,0,214
19650,894,883,0,318
19700,871,884,0,345
19750,883,885,0,280
19800,867,886,0,173
19850,861,885,0,100
19900,949,884,0,107
19950,949,883,0,178
20000,836,884,0,243
20050,912,884,0,243
20100,856,884,0,176
20150,873,883,0,99
20200,935,882,0,80
20250,835,881,0,150
20300,881,882,0,266
20350,903,883,0,345
20400,903,884,0,331
20450,882,885,0,239
20500,906,884,0,136
20550,899,884,0,94
20600,873,883,0,133
20650,910,882,0,212
20700,883,882,0,255
20750,826,883,0,223
20800,826,884,0,143
20850,853,882,0,82
20900,909,881,0,100
20950,902,881,0,198
21000,891,881,0,309
21050,862,882,0,353
21100,866,884,0,302
21150,929,884,0,195
21200,880,884,0,110
21250,880,883,0,101
21300,881,882,0,165
21350,856,882,0,238
21400,900,882,0,253
21450,898,883,0,195
21500,858,882,0,112
21550,833,881,0,78
21600,909,880,0,133
21650,909,881,0,247
21700,842,881,0,340
21750,877,882,0,345
21800,885,883,0,263
21850,921,883,0,155
21900,922,883,0,96
21950,883,882,0,121
22000,901,882,0,199
22050,884,882,0,255
22100,884,883,0,238
22150,875,882,0,162
22200,863,882,0,90
22250,881,881,0,89
22300,893,880,0,175
22350,885,880,0,292
22400,876,881,0,356
22450,847,883,0,323
22500,847,883,0,221
22550,871,883,0,124
22600,923,882,0,97
22650,863,881,0,149
22700,894,881,0,228
22750,883,882,0,259
22800,854,882,0,214
22850,893,882,0,130
22900,893,881,0,79
22950,885,880,0,114
23000,914,880,0,222
23050,873,880,0,328
23100,876,882,0,355
23150,914,883,0,289
23200,895,883,0,179
23250,911,882,0,103
23300,851,882,0,110
23350,851,881,0,181
23400,868,881,0,249
23450,885,882,0,250
23500,871,882,0,183
23550,879,881,0,103
23600,886,880,0,82
23650,865,879,0,151
23700,867,879,0,269
23750,867,881,0,351
23800,869,882,0,340
23850,858,883,0,248
23900,883,883,0,142
23950,900,882,0,96
24000,825,881,0,133
24050,872,880,0,212
24100,902,881,0,260
24150,903,882,0,231
24200,903,881,0,150
24250,886,881,0,85
24300,903,880,0,98
24350,871,879,0,194
24400,894,880,0,309
24450,933,881,0,360
24500,897,882,0,312
24550,866,883,0,205
24600,866,882,0,115
24650,866,881,0,101
24700,867,881,0,162
24750,863,881,0,238
24800,867,881,0,258
24850,879,881,0,204
24900,895,881,0,119
24950,844,880,0,79
25000,873,880,0,127
25050,873,879,0,241
25100,865,880,0,340
25150,868,881,0,353
25200,847,882,0,275
25250,895,882,0,165
25300,897,882,0,99
25350,884,881,0,118
25400,870,881,0,194
25450,870,881,0,255
25500,912,882,0,245
25550,897,881,0,171
25600,871,881,0,95
25650,872,880,0,86
25700,928,879,0,166
25750,855,879,0,285
25800,861,881,0,357
25850,861,882,0,333
25900,885,883,0,234
25950,868,882,0,132
26000,905,881,0,96
26050,854,880,0,143
26100,909,880,0,223
26150,880,881,0,261
26200,912,881,0,223
26250,885,881,0,139
26300,885,880,0,81
26350,876,879,0,107
26400,863,879,0,211
26450,898,880,0,322
26500,895,881,0,360
26550,915,882,0,301
26600,901,883,0,192
26650,878,881,0,109
26700,878,881,0,106
26750,878,880,0,173
26800,890,880,0,246
26850,867,881,0,256
26900,909,881,0,193
26950,874,881,0,110
27000,871,880,0,80
27050,893,879,0,140
27100,893,879,0,257
27150,905,880,0,348
27200,882,881,0,348
27250,883,882,0,262
27300,874,882,0,153
27350,885,882,0,97
27400,876,881,0,126
27450,912,880,0,204
27500,865,881,0,259
27550,865,881,0,239
27600,858,882,0,161
27650,900,881,0,89
27700,851,879,0,92
27750,886,879,0,181
27800,824,879,0,298
27850,872,880,0,360
27900,867,882,0,324
27950,867,882,0,220
28000,855,882,0,123
28050,893,881,0,98
28100,899,881,0,153
28150,860,880,0,231
28200,894,881,0,261
28250,896,881,0,214
28300,876,881,0,129
28350,900,880,0,80
28400,900,879,0,117
28450,852,879,0,226
28500,872,880,0,332
28550,884,881,0,358
28600,883,882,0,289
28650,848,882,0,179
28700,895,882,0,104
28750,875,881,0,111
28800,875,880,0,184
28850,887,881,0,251
28900,874,881,0,252
28950,898,881,0,183
29000,873,880,0,103
29050,903,879,0,82
29100,833,879,0,152
29150,935,879,0,271
29200,935,880,0,354
29250,883,881,0,342
29300,903,882,0,249
29350,887,882,0,143
29400,903,881,0,96
29450,926,881,0,134
29500,864,881,0,214
29550,908,880,0,261
29600,853,881,0,232
29650,853,881,0,150
29700,881,880,0,85
29750,899,879,0,99
29800,890,879,0,195
29850,884,879,0,311
29900,844,881,0,361
29950,885,882,0,314
30000,865,882,0,206
30050,865,882,0,116
30100,875,881,0,101
30150,913,881,0,163
30200,864,880,0,239
30250,897,881,0,259
30300,894,881,0,204
30350,861,881,0,120
30400,884,880,0,79
30450,884,879,0,127
30500,887,879,0,241
30550,918,879,0,340
30600,848,881,0,354
30650,848,882,0,277
30700,829,882,0,166
30750,868,881,0,100
30800,873,881,0,118
30850,875,880,0,194
30900,875,880,0,256
30950,892,881,0,246
31000,938,881,0,173
31050,871,881,0,96
31100,855,880,0,86
31150,917,879,0,166
31200,848,879,0,285
31250,880,880,0,358
31300,880,881,0,334
31350,875,882,0,235
31400,888,882,0,133
31450,890,881,0,96
31500,901,880,0,143
31550,905,880,0,223
31600,874,880,0,262
31650,891,881,0,224
31700,889,881,0,140
31750,889,880,0,82
31800,936,879,0,107
31850,856,879,0,210
31900,868,879,0,321
31950,912,881,0,361
32000,886,882,0,303
32050,856,882,0,193
32100,876,882,0,109
32150,876,881,0,105
32200,866,880,0,173
32250,856,881,0,245
32300,871,881,0,256
32350,903,882,0,195
32400,872,881,0,111
32450,833,880,0,80
32500,844,878,0,139
32550,844,879,0,255
32600,899,880,0,347
32650,871,881,0,349
32700,842,882,0,264
32750,855,882,0,155
32800,904,881,0,97
32850,877,881,0,125
32900,912,880,0,203
32950,896,881,0,259
33000,896,881,0,240
33050,877,881,0,162
33100,916,880,0,90
33150,878,880,0,91
33200,930,879,0,179
33250,842,879,0,297
33300,869,880,0,360
33350,873,882,0,325
33400,873,882,0,222
33450,870,882,0,124
33500,875,881,0,98
33550,864,880,0,152
33600,934,880,0,231
33650,881,881,0,261
33700,879,881,0,215
33750,856,881,0,130
33800,881,880,0,80
33850,881,879,0,116
33900,851,879,0,224
33950,862,879,0,331
34000,907,881,0,359
34050,928,882,0,291
34100,866,882,0,181
34150,890,881,0,104
34200,846,881,0,110
34250,846,880,0,182
34300,853,880,0,251
34350,846,881,0,252
34400,870,881,0,185
34450,942,880,0,104
34500,856,879,0,82
34550,863,879,0,151
34600,880,879,0,269
34650,880,880,0,353
34700,869,881,0,343
34750,893,882,0,251
34800,881,882,0,144
34850,914,881,0,96
34900,916,880,0,133
34950,889,880,0,213
35000,889,881,0,261
35050,871,881,0,233
35100,871,881,0,152
35150,868,880,0,86
35200,900,879,0,98
35250,846,879,0,193
35300,856,879,0,309
35350,917,881,0,361
35400,902,881,0,315
35450,879,883,0,208
35500,879,882,0,117
35550,917,881,0,101
35600,890,880,0,161
35650,856,881,0,238
35700,899,881,0,260
35750,876,881,0,206
35800,895,881,0,121
35850,887,880,0,79
35900,887,879,0,126
35950,872,879,0,239
36000,905,879,0,339
36050,928,881,0,355
36100,865,882,0,279
36150,881,882,0,168
36200,910,882,0,100
36250,850,880,0,117
36300,887,880,0,192
36350,887,880,0,255
36400,890,881,0,247
36450,888,881,0,174
36500,922,880,0,97
36550,884,879,0,86
36600,867,879,0,164
36650,896,879,0,283
36700,880,880,0,357
36750,880,881,0,335
36800,857,882,0,237
36850,884,882,0,135
36900,844,881,0,96
36950,867,881,0,141
37000,854,880,0,221
37050,858,881,0,262
37100,894,881,0,225
37150,894,881,0,142
37200,878,880,0,82
37250,961,879,0,105
37300,889,879,0,208
37350,888,880,0,320
37400,905,881,0,361
37450,870,882,0,305
37500,919,882,0,195
37550,873,882,0,110
37600,873,881,0,105
37650,882,880,0,171
37700,874,880,0,244
37750,897,881,0,257
37800,878,881,0,196
37850,869,881,0,113
37900,860,880,0,80
37950,877,879,0,137
38000,877,879,0,253
38050,866,879,0,346
38100,847,881,0,350
38150,860,882,0,266
38200,861,882,0,157
38250,876,881,0,98
38300,915,881,0,124
38350,856,880,0,202
38400,875,881,0,258
38450,875,881,0,241
38500,907,881,0,164
38550,860,881,0,91
38600,860,879,0,90
38650,892,879,0,177
38700,893,879,0,295
38750,888,880,0,360
38800,868,882,0,327
38850,868,882,0,224
38900,889,882,0,126
38950,855,881,0,98
39000,889,881,0,150
39050,866,880,0,229
39100,910,880,0,262
39150,855,881,0,217
39200,892,881,0,132
39250,892,880,0,80
39300,856,879,0,114
39350,841,879,0,222
39400,925,879,0,329
39450,936,881,0,359
39500,843,882,0,293
39550,896,882,0,183
39600,938,882,0,105
39650,864,881,0,110
39700,864,880,0,181
39750,853,880,0,250
39800,896,881,0,253
39850,907,881,0,186
39900,878,881,0,105
39950,859,879,0,82
40000,894,879,0,149
40050,870,879,0,267
40100,870,880,0,352
40150,851,881,0,344
40200,853,882,0,253
40250,856,882,0,146
40300,890,882,0,96
40350,908,881,0,131
40400,875,880,0,211
40450,885,881,0,261
40500,885,881,0,234
40550,866,881,0,154
40600,885,880,0,86
40650,893,879,0,97
40700,906,879,0,191
40750,860,879,0,307
40800,837,881,0,361
40850,875,882,0,317
40900,892,882,0,211
40950,892,882,0,118
41000,860,881,0,100
41050,842,880,0,160
41100,902,880,0,237
41150,888,881,0,260
41200,879,881,0,208
41250,852,881,0,123
41300,844,880,0,79
41350,844,879,0,124
41400,880,879,0,236
41450,907,880,0,338
41500,902,881,0,356
41550,890,882,0,281
41600,886,882,0,170
41650,905,881,0,101
41700,846,881,0,115
41750,888,880,0,191
41800,888,881,0,254
41850,855,881,0,248
41900,896,881,0,176
41950,863,880,0,98
42000,845,879,0,85
42050,872,879,0,161
42100,848,879,0,280
42150,861,880,0,357
42200,861,881,0,337
42250,897,882,0,240
42300,904,882,0,136
42350,903,881,0,96
42400,855,880,0,140
42450,895,880,0,220
42500,865,881,0,262
42550,860,881,0,227
42600,860,881,0,143
42650,880,880,0,83
42700,896,879,0,104
42750,865,879,0,205
42800,882,879,0,318
42850,885,881,0,361
42900,840,882,0,306
42950,859,882,0,198
43000,873,882,0,111
43050,873,881,0,104
43100,906,880,0,169
43150,880,880,0,243
43200,851,881,0,258
43250,875,881,0,198
43300,888,881,0,114
43350,901,880,0,79
43400,854,879,0,135
43450,854,879,0,251
43500,880,880,0,345
43550,837,881,0,351
43600,864,883,0,268
43650,892,882,0,159
43700,881,881,0,98
43750,869,881,0,122
43800,863,881,0,200
43850,863,881,0,258
43900,906,882,0,242
43950,867,881,0,166
44000,875,880,0,92
44050,840,879,0,90
44100,868,879,0,175
44150,893,879,0,293
44200,889,880,0,360
44250,882,881,0,328
44300,882,882,0,226
44350,864,882,0,127
